AREA,AGE,YEAR,SEX,Value,Flags
07609,TOTALALLAGES,2010,SEX3,8380,
07609,TOTALALLAGES,2011,SEX3,8510,
07609,TOTALALLAGES,2012,SEX3,8660,
07609,TOTALALLAGES,2013,SEX3,8630,
07609,TOTALALLAGES,2014,SEX3,8710,
07609,TOTALALLAGES,2015,SEX3,8980,
07609,TOTALALLAGES,2016,SEX3,9250,
07609,TOTALALLAGES,2017,SEX3,9630,
07609,TOTALALLAGES,2018,SEX3,9870,
07610,TOTALALLAGES,1996,SEX3,44900,
07610,TOTALALLAGES,2001,SEX3,52500,
07610,TOTALALLAGES,2006,SEX3,66600,
07610,TOTALALLAGES,2007,SEX3,68900,
07610,TOTALALLAGES,2008,SEX3,71200,
07610,TOTALALLAGES,2009,SEX3,73500,
07610,TOTALALLAGES,2010,SEX3,75500,
07610,TOTALALLAGES,2011,SEX3,77100,
07610,TOTALALLAGES,2012,SEX3,78500,
07610,TOTALALLAGES,2013,SEX3,81300,
07610,TOTALALLAGES,2014,SEX3,86200,
07610,TOTALALLAGES,2015,SEX3,94500,
07610,TOTALALLAGES,2016,SEX3,101700,
07610,TOTALALLAGES,2017,SEX3,108500,
07610,TOTALALLAGES,2018,SEX3,113800,
07611,TOTALALLAGES,1996,SEX3,59700,
07611,TOTALALLAGES,2001,SEX3,66200,
07611,TOTALALLAGES,2006,SEX3,73100,
07611,TOTALALLAGES,2007,SEX3,73600,
07611,TOTALALLAGES,2008,SEX3,74000,
07611,TOTALALLAGES,2009,SEX3,74600,
07611,TOTALALLAGES,2010,SEX3,75400,
07611,TOTALALLAGES,2011,SEX3,76000,
07611,TOTALALLAGES,2012,SEX3,76300,
07611,TOTALALLAGES,2013,SEX3,76700,
07611,TOTALALLAGES,2014,SEX3,78500,
07611,TOTALALLAGES,2015,SEX3,80800,
07611,TOTALALLAGES,2016,SEX3,82900,
07611,TOTALALLAGES,2017,SEX3,84700,
07611,TOTALALLAGES,2018,SEX3,86300,
07612,TOTALALLAGES,1996,SEX3,86100,
07612,TOTALALLAGES,2001,SEX3,90000,
07612,TOTALALLAGES,2006,SEX3,96200,
07612,TOTALALLAGES,2007,SEX3,96700,
07612,TOTALALLAGES,2008,SEX3,96900,
07612,TOTALALLAGES,2009,SEX3,97600,
07612,TOTALALLAGES,2010,SEX3,98400,
07612,TOTALALLAGES,2011,SEX3,99400,
07612,TOTALALLAGES,2012,SEX3,100100,
07612,TOTALALLAGES,2013,SEX3,100000,
07612,TOTALALLAGES,2014,SEX3,101400,
07612,TOTALALLAGES,2015,SEX3,104300,
07612,TOTALALLAGES,2016,SEX3,106600,
07612,TOTALALLAGES,2017,SEX3,109200,
07612,TOTALALLAGES,2018,SEX3,111600,
07613,TOTALALLAGES,1996,SEX3,46100,
07613,TOTALALLAGES,2001,SEX3,49800,
07613,TOTALALLAGES,2006,SEX3,53900,
07613,TOTALALLAGES,2007,SEX3,54300,
07613,TOTALALLAGES,2008,SEX3,54400,
07613,TOTALALLAGES,2009,SEX3,54800,
07613,TOTALALLAGES,2010,SEX3,55100,
07613,TOTALALLAGES,2011,SEX3,55700,
07613,TOTALALLAGES,2012,SEX3,56100,
07613,TOTALALLAGES,2013,SEX3,56300,
07613,TOTALALLAGES,2014,SEX3,58500,
07613,TOTALALLAGES,2015,SEX3,59900,
07613,TOTALALLAGES,2016,SEX3,61400,
07613,TOTALALLAGES,2017,SEX3,63000,
07613,TOTALALLAGES,2018,SEX3,64000,
07614,TOTALALLAGES,1996,SEX3,70900,
07614,TOTALALLAGES,2001,SEX3,73000,
07614,TOTALALLAGES,2006,SEX3,78400,
07614,TOTALALLAGES,2007,SEX3,78800,
07614,TOTALALLAGES,2008,SEX3,79300,
07614,TOTALALLAGES,2009,SEX3,80000,
07614,TOTALALLAGES,2010,SEX3,80800,
07614,TOTALALLAGES,2011,SEX3,81800,
07614,TOTALALLAGES,2012,SEX3,82700,
07614,TOTALALLAGES,2013,SEX3,83700,
07614,TOTALALLAGES,2014,SEX3,84300,
07614,TOTALALLAGES,2015,SEX3,86400,
07614,TOTALALLAGES,2016,SEX3,89200,
07614,TOTALALLAGES,2017,SEX3,91500,
07614,TOTALALLAGES,2018,SEX3,93000,
07615,TOTALALLAGES,1996,SEX3,61700,
07615,TOTALALLAGES,2001,SEX3,66400,
07615,TOTALALLAGES,2006,SEX3,70400,
07615,TOTALALLAGES,2007,SEX3,70700,
07615,TOTALALLAGES,2008,SEX3,71100,
07615,TOTALALLAGES,2009,SEX3,71600,
07615,TOTALALLAGES,2010,SEX3,72100,
07615,TOTALALLAGES,2011,SEX3,72900,
07615,TOTALALLAGES,2012,SEX3,73300,
07615,TOTALALLAGES,2013,SEX3,73700,
07615,TOTALALLAGES,2014,SEX3,75000,
07615,TOTALALLAGES,2015,SEX3,76500,
07615,TOTALALLAGES,2016,SEX3,78300,
07615,TOTALALLAGES,2017,SEX3,79700,
07615,TOTALALLAGES,2018,SEX3,81300,
07616,TOTALALLAGES,1996,SEX3,80900,
07616,TOTALALLAGES,2001,SEX3,97300,
07616,TOTALALLAGES,2006,SEX3,119100,
07616,TOTALALLAGES,2007,SEX3,122400,
07616,TOTALALLAGES,2008,SEX3,124900,
07616,TOTALALLAGES,2009,SEX3,126900,
07616,TOTALALLAGES,2010,SEX3,129000,
07616,TOTALALLAGES,2011,SEX3,131100,
07616,TOTALALLAGES,2012,SEX3,133700,
07616,TOTALALLAGES,2013,SEX3,135000,
07616,TOTALALLAGES,2014,SEX3,138800,
07616,TOTALALLAGES,2015,SEX3,142700,
07616,TOTALALLAGES,2016,SEX3,146600,
07616,TOTALALLAGES,2017,SEX3,150200,
07616,TOTALALLAGES,2018,SEX3,153400,
07617,TOTALALLAGES,1996,SEX3,61400,
07617,TOTALALLAGES,2001,SEX3,64600,
07617,TOTALALLAGES,2006,SEX3,72500,
07617,TOTALALLAGES,2007,SEX3,72700,
07617,TOTALALLAGES,2008,SEX3,72900,
07617,TOTALALLAGES,2009,SEX3,73200,
07617,TOTALALLAGES,2010,SEX3,73600,
07617,TOTALALLAGES,2011,SEX3,74100,
07617,TOTALALLAGES,2012,SEX3,74500,
07617,TOTALALLAGES,2013,SEX3,75300,
07617,TOTALALLAGES,2014,SEX3,77100,
07617,TOTALALLAGES,2015,SEX3,78900,
07617,TOTALALLAGES,2016,SEX3,79900,
07617,TOTALALLAGES,2017,SEX3,81100,
07617,TOTALALLAGES,2018,SEX3,81600,
07618,TOTALALLAGES,1996,SEX3,67800,
07618,TOTALALLAGES,2001,SEX3,70400,
07618,TOTALALLAGES,2006,SEX3,76600,
07618,TOTALALLAGES,2007,SEX3,76800,
07618,TOTALALLAGES,2008,SEX3,77200,
07618,TOTALALLAGES,2009,SEX3,77900,
07618,TOTALALLAGES,2010,SEX3,78500,
07618,TOTALALLAGES,2011,SEX3,79300,
07618,TOTALALLAGES,2012,SEX3,79800,
07618,TOTALALLAGES,2013,SEX3,80300,
07618,TOTALALLAGES,2014,SEX3,82700,
07618,TOTALALLAGES,2015,SEX3,84500,
07618,TOTALALLAGES,2016,SEX3,86300,
07618,TOTALALLAGES,2017,SEX3,87800,
07618,TOTALALLAGES,2018,SEX3,89600,
07619,TOTALALLAGES,1996,SEX3,60100,
07619,TOTALALLAGES,2001,SEX3,69100,
07619,TOTALALLAGES,2006,SEX3,81600,
07619,TOTALALLAGES,2007,SEX3,82400,
07619,TOTALALLAGES,2008,SEX3,83200,
07619,TOTALALLAGES,2009,SEX3,83900,
07619,TOTALALLAGES,2010,SEX3,84900,
07619,TOTALALLAGES,2011,SEX3,86000,
07619,TOTALALLAGES,2012,SEX3,86600,
07619,TOTALALLAGES,2013,SEX3,87000,
07619,TOTALALLAGES,2014,SEX3,88700,
07619,TOTALALLAGES,2015,SEX3,90400,
07619,TOTALALLAGES,2016,SEX3,92800,
07619,TOTALALLAGES,2017,SEX3,94500,
07619,TOTALALLAGES,2018,SEX3,96200,
07620,TOTALALLAGES,1996,SEX3,38000,
07620,TOTALALLAGES,2001,SEX3,38900,
07620,TOTALALLAGES,2006,SEX3,43100,
07620,TOTALALLAGES,2007,SEX3,43700,
07620,TOTALALLAGES,2008,SEX3,44300,
07620,TOTALALLAGES,2009,SEX3,44800,
07620,TOTALALLAGES,2010,SEX3,45600,
07620,TOTALALLAGES,2011,SEX3,46500,
07620,TOTALALLAGES,2012,SEX3,47400,
07620,TOTALALLAGES,2013,SEX3,48200,
07620,TOTALALLAGES,2014,SEX3,49700,
07620,TOTALALLAGES,2015,SEX3,51100,
07620,TOTALALLAGES,2016,SEX3,52700,
07620,TOTALALLAGES,2017,SEX3,54500,
07620,TOTALALLAGES,2018,SEX3,56600,
07621,TOTALALLAGES,1996,SEX3,48400,
07621,TOTALALLAGES,2001,SEX3,52900,
07621,TOTALALLAGES,2006,SEX3,60600,
07621,TOTALALLAGES,2007,SEX3,62000,
07621,TOTALALLAGES,2008,SEX3,63100,
07621,TOTALALLAGES,2009,SEX3,64200,
07621,TOTALALLAGES,2010,SEX3,65200,
07621,TOTALALLAGES,2011,SEX3,66300,
07621,TOTALALLAGES,2012,SEX3,67300,
07621,TOTALALLAGES,2013,SEX3,68300,
07621,TOTALALLAGES,2014,SEX3,69500,
07621,TOTALALLAGES,2015,SEX3,71100,
07621,TOTALALLAGES,2016,SEX3,72800,
07621,TOTALALLAGES,2017,SEX3,74600,
07621,TOTALALLAGES,2018,SEX3,76400,
011,TOTALALLAGES,1996,SEX3,25400,
011,TOTALALLAGES,2001,SEX3,25800,
011,TOTALALLAGES,2006,SEX3,26700,
011,TOTALALLAGES,2007,SEX3,26800,
011,TOTALALLAGES,2008,SEX3,26800,
011,TOTALALLAGES,2009,SEX3,26900,
011,TOTALALLAGES,2010,SEX3,27100,
011,TOTALALLAGES,2011,SEX3,27200,
011,TOTALALLAGES,2012,SEX3,27200,
011,TOTALALLAGES,2013,SEX3,27300,
011,TOTALALLAGES,2014,SEX3,27500,
011,TOTALALLAGES,2015,SEX3,27800,
011,TOTALALLAGES,2016,SEX3,28400,
011,TOTALALLAGES,2017,SEX3,29000,
011,TOTALALLAGES,2018,SEX3,29700,
012,TOTALALLAGES,1996,SEX3,18550,
012,TOTALALLAGES,2001,SEX3,18000,
012,TOTALALLAGES,2006,SEX3,18300,
012,TOTALALLAGES,2007,SEX3,18350,
012,TOTALALLAGES,2008,SEX3,18350,
012,TOTALALLAGES,2009,SEX3,18400,
012,TOTALALLAGES,2010,SEX3,18550,
012,TOTALALLAGES,2011,SEX3,18650,
012,TOTALALLAGES,2012,SEX3,18600,
012,TOTALALLAGES,2013,SEX3,18600,
012,TOTALALLAGES,2014,SEX3,18800,
012,TOTALALLAGES,2015,SEX3,19100,
012,TOTALALLAGES,2016,SEX3,19550,
012,TOTALALLAGES,2017,SEX3,19850,
012,TOTALALLAGES,2018,SEX3,19950,
013,TOTALALLAGES,1996,SEX3,52000,
013,TOTALALLAGES,2001,SEX3,53700,
013,TOTALALLAGES,2006,SEX3,59500,
013,TOTALALLAGES,2007,SEX3,60600,
013,TOTALALLAGES,2008,SEX3,61800,
013,TOTALALLAGES,2009,SEX3,63000,
013,TOTALALLAGES,2010,SEX3,64300,
013,TOTALALLAGES,2011,SEX3,65400,
013,TOTALALLAGES,2012,SEX3,66100,
013,TOTALALLAGES,2013,SEX3,66500,
013,TOTALALLAGES,2014,SEX3,68000,
013,TOTALALLAGES,2015,SEX3,69500,
013,TOTALALLAGES,2016,SEX3,71200,
013,TOTALALLAGES,2017,SEX3,73600,
013,TOTALALLAGES,2018,SEX3,75300,
015,TOTALALLAGES,1996,SEX3,30300,
015,TOTALALLAGES,2001,SEX3,30300,
015,TOTALALLAGES,2006,SEX3,31200,
015,TOTALALLAGES,2007,SEX3,31300,
015,TOTALALLAGES,2008,SEX3,31600,
015,TOTALALLAGES,2009,SEX3,31900,
015,TOTALALLAGES,2010,SEX3,32200,
015,TOTALALLAGES,2011,SEX3,32400,
015,TOTALALLAGES,2012,SEX3,32600,
015,TOTALALLAGES,2013,SEX3,32900,
015,TOTALALLAGES,2014,SEX3,33300,
015,TOTALALLAGES,2015,SEX3,33600,
015,TOTALALLAGES,2016,SEX3,34100,
015,TOTALALLAGES,2017,SEX3,34700,
015,TOTALALLAGES,2018,SEX3,35200,
016,TOTALALLAGES,1996,SEX3,113500,
016,TOTALALLAGES,2001,SEX3,121200,
016,TOTALALLAGES,2006,SEX3,134800,
016,TOTALALLAGES,2007,SEX3,136900,
016,TOTALALLAGES,2008,SEX3,138700,
016,TOTALALLAGES,2009,SEX3,140900,
016,TOTALALLAGES,2010,SEX3,143300,
016,TOTALALLAGES,2011,SEX3,145600,
016,TOTALALLAGES,2012,SEX3,148100,
016,TOTALALLAGES,2013,SEX3,150200,
016,TOTALALLAGES,2014,SEX3,153000,
016,TOTALALLAGES,2015,SEX3,156800,
016,TOTALALLAGES,2016,SEX3,161200,
016,TOTALALLAGES,2017,SEX3,165400,
016,TOTALALLAGES,2018,SEX3,169300,
052,TOTALALLAGES,1996,SEX3,41200,
052,TOTALALLAGES,2001,SEX3,42900,
052,TOTALALLAGES,2006,SEX3,44300,
052,TOTALALLAGES,2007,SEX3,44700,
052,TOTALALLAGES,2008,SEX3,45200,
052,TOTALALLAGES,2009,SEX3,45800,
052,TOTALALLAGES,2010,SEX3,46500,
052,TOTALALLAGES,2011,SEX3,47500,
052,TOTALALLAGES,2012,SEX3,48200,
052,TOTALALLAGES,2013,SEX3,48700,
052,TOTALALLAGES,2014,SEX3,49300,
052,TOTALALLAGES,2015,SEX3,49900,
052,TOTALALLAGES,2016,SEX3,50600,
052,TOTALALLAGES,2017,SEX3,51400,
052,TOTALALLAGES,2018,SEX3,51900,
053,TOTALALLAGES,1996,SEX3,39200,
053,TOTALALLAGES,2001,SEX3,40700,
053,TOTALALLAGES,2006,SEX3,43600,
053,TOTALALLAGES,2007,SEX3,43800,
053,TOTALALLAGES,2008,SEX3,44100,
053,TOTALALLAGES,2009,SEX3,44400,
053,TOTALALLAGES,2010,SEX3,44600,
053,TOTALALLAGES,2011,SEX3,44700,
053,TOTALALLAGES,2012,SEX3,44600,
053,TOTALALLAGES,2013,SEX3,44700,
053,TOTALALLAGES,2014,SEX3,44800,
053,TOTALALLAGES,2015,SEX3,45300,
053,TOTALALLAGES,2016,SEX3,45500,
053,TOTALALLAGES,2017,SEX3,46200,
053,TOTALALLAGES,2018,SEX3,46600,
054,TOTALALLAGES,1996,SEX3,3590,
054,TOTALALLAGES,2001,SEX3,3580,
054,TOTALALLAGES,2006,SEX3,3730,
054,TOTALALLAGES,2007,SEX3,3730,
054,TOTALALLAGES,2008,SEX3,3720,
054,TOTALALLAGES,2009,SEX3,3720,
054,TOTALALLAGES,2010,SEX3,3720,
054,TOTALALLAGES,2011,SEX3,3760,
054,TOTALALLAGES,2012,SEX3,3680,
054,TOTALALLAGES,2013,SEX3,3640,
054,TOTALALLAGES,2014,SEX3,3640,
054,TOTALALLAGES,2015,SEX3,3660,
054,TOTALALLAGES,2016,SEX3,3730,
054,TOTALALLAGES,2017,SEX3,3720,
054,TOTALALLAGES,2018,SEX3,3830,
055,TOTALALLAGES,1996,SEX3,10750,
055,TOTALALLAGES,2001,SEX3,9860,
055,TOTALALLAGES,2006,SEX3,9940,
055,TOTALALLAGES,2007,SEX3,10050,
055,TOTALALLAGES,2008,SEX3,10100,
055,TOTALALLAGES,2009,SEX3,10250,
055,TOTALALLAGES,2010,SEX3,10350,
055,TOTALALLAGES,2011,SEX3,10500,
055,TOTALALLAGES,2012,SEX3,10650,
055,TOTALALLAGES,2013,SEX3,10650,
055,TOTALALLAGES,2014,SEX3,10550,
055,TOTALALLAGES,2015,SEX3,10350,
055,TOTALALLAGES,2016,SEX3,10200,
055,TOTALALLAGES,2017,SEX3,10150,
055,TOTALALLAGES,2018,SEX3,10150,
056,TOTALALLAGES,1996,SEX3,14000,
056,TOTALALLAGES,2001,SEX3,13200,
056,TOTALALLAGES,2006,SEX3,13550,
056,TOTALALLAGES,2007,SEX3,13600,
056,TOTALALLAGES,2008,SEX3,13650,
056,TOTALALLAGES,2009,SEX3,13750,
056,TOTALALLAGES,2010,SEX3,13850,
056,TOTALALLAGES,2011,SEX3,13900,
056,TOTALALLAGES,2012,SEX3,13900,
056,TOTALALLAGES,2013,SEX3,13700,
056,TOTALALLAGES,2014,SEX3,13600,
056,TOTALALLAGES,2015,SEX3,13650,
056,TOTALALLAGES,2016,SEX3,13550,
056,TOTALALLAGES,2017,SEX3,13500,
056,TOTALALLAGES,2018,SEX3,13550,
057,TOTALALLAGES,1996,SEX3,8450,
057,TOTALALLAGES,2001,SEX3,7990,
057,TOTALALLAGES,2006,SEX3,8620,
057,TOTALALLAGES,2007,SEX3,8640,
057,TOTALALLAGES,2008,SEX3,8660,
057,TOTALALLAGES,2009,SEX3,8660,
057,TOTALALLAGES,2010,SEX3,8640,
057,TOTALALLAGES,2011,SEX3,8680,
057,TOTALALLAGES,2012,SEX3,8560,
057,TOTALALLAGES,2013,SEX3,8570,
057,TOTALALLAGES,2014,SEX3,8640,
057,TOTALALLAGES,2015,SEX3,8720,
057,TOTALALLAGES,2016,SEX3,8760,
057,TOTALALLAGES,2017,SEX3,8810,
057,TOTALALLAGES,2018,SEX3,8890,
058,TOTALALLAGES,1996,SEX3,9620,
058,TOTALALLAGES,2001,SEX3,10150,
058,TOTALALLAGES,2006,SEX3,10750,
058,TOTALALLAGES,2007,SEX3,10800,
058,TOTALALLAGES,2008,SEX3,10950,
058,TOTALALLAGES,2009,SEX3,11150,
058,TOTALALLAGES,2010,SEX3,11300,
058,TOTALALLAGES,2011,SEX3,11550,
058,TOTALALLAGES,2012,SEX3,11800,
058,TOTALALLAGES,2013,SEX3,12000,
058,TOTALALLAGES,2014,SEX3,12200,
058,TOTALALLAGES,2015,SEX3,12500,
058,TOTALALLAGES,2016,SEX3,12700,
058,TOTALALLAGES,2017,SEX3,12800,
058,TOTALALLAGES,2018,SEX3,12850,
059,TOTALALLAGES,1996,SEX3,33000,
059,TOTALALLAGES,2001,SEX3,37900,
059,TOTALALLAGES,2006,SEX3,44100,
059,TOTALALLAGES,2007,SEX3,45100,
059,TOTALALLAGES,2008,SEX3,46000,
059,TOTALALLAGES,2009,SEX3,46900,
059,TOTALALLAGES,2010,SEX3,47600,
059,TOTALALLAGES,2011,SEX3,49400,
059,TOTALALLAGES,2012,SEX3,50500,
059,TOTALALLAGES,2013,SEX3,52300,
059,TOTALALLAGES,2014,SEX3,54400,
059,TOTALALLAGES,2015,SEX3,56400,
059,TOTALALLAGES,2016,SEX3,57800,
059,TOTALALLAGES,2017,SEX3,59300,
059,TOTALALLAGES,2018,SEX3,60700,
060,TOTALALLAGES,1996,SEX3,325700,
060,TOTALALLAGES,2001,SEX3,335300,
060,TOTALALLAGES,2006,SEX3,361800,
060,TOTALALLAGES,2007,SEX3,365600,
060,TOTALALLAGES,2008,SEX3,368700,
060,TOTALALLAGES,2009,SEX3,372300,
060,TOTALALLAGES,2010,SEX3,376300,
060,TOTALALLAGES,2011,SEX3,362300,
060,TOTALALLAGES,2012,SEX3,355100,
060,TOTALALLAGES,2013,SEX3,356700,
060,TOTALALLAGES,2014,SEX3,361900,
060,TOTALALLAGES,2015,SEX3,367800,
060,TOTALALLAGES,2016,SEX3,375000,
060,TOTALALLAGES,2017,SEX3,381500,
060,TOTALALLAGES,2018,SEX3,388500,
062,TOTALALLAGES,1996,SEX3,25500,
062,TOTALALLAGES,2001,SEX3,28300,
062,TOTALALLAGES,2006,SEX3,34900,
062,TOTALALLAGES,2007,SEX3,36700,
062,TOTALALLAGES,2008,SEX3,38200,
062,TOTALALLAGES,2009,SEX3,39600,
062,TOTALALLAGES,2010,SEX3,41000,
062,TOTALALLAGES,2011,SEX3,42900,
062,TOTALALLAGES,2012,SEX3,44400,
062,TOTALALLAGES,2013,SEX3,46700,
062,TOTALALLAGES,2014,SEX3,49500,
062,TOTALALLAGES,2015,SEX3,52700,
062,TOTALALLAGES,2016,SEX3,56200,
062,TOTALALLAGES,2017,SEX3,59300,
062,TOTALALLAGES,2018,SEX3,62200,
063,TOTALALLAGES,1996,SEX3,25700,
063,TOTALALLAGES,2001,SEX3,26000,
063,TOTALALLAGES,2006,SEX3,28000,
063,TOTALALLAGES,2007,SEX3,28600,
063,TOTALALLAGES,2008,SEX3,29100,
063,TOTALALLAGES,2009,SEX3,29600,
063,TOTALALLAGES,2010,SEX3,30100,
063,TOTALALLAGES,2011,SEX3,31000,
063,TOTALALLAGES,2012,SEX3,31700,
063,TOTALALLAGES,2013,SEX3,32300,
063,TOTALALLAGES,2014,SEX3,32800,
063,TOTALALLAGES,2015,SEX3,33200,
063,TOTALALLAGES,2016,SEX3,33700,
063,TOTALALLAGES,2017,SEX3,34100,
063,TOTALALLAGES,2018,SEX3,34500,
064,TOTALALLAGES,1996,SEX3,43500,
064,TOTALALLAGES,2001,SEX3,42800,
064,TOTALALLAGES,2006,SEX3,43800,
064,TOTALALLAGES,2007,SEX3,44000,
064,TOTALALLAGES,2008,SEX3,44000,
064,TOTALALLAGES,2009,SEX3,44200,
064,TOTALALLAGES,2010,SEX3,44500,
064,TOTALALLAGES,2011,SEX3,44900,
064,TOTALALLAGES,2012,SEX3,45100,
064,TOTALALLAGES,2013,SEX3,45400,
064,TOTALALLAGES,2014,SEX3,45900,
064,TOTALALLAGES,2015,SEX3,46200,
064,TOTALALLAGES,2016,SEX3,46700,
064,TOTALALLAGES,2017,SEX3,47100,
064,TOTALALLAGES,2018,SEX3,47300,
065,TOTALALLAGES,1996,SEX3,4170,
065,TOTALALLAGES,2001,SEX3,3790,
065,TOTALALLAGES,2006,SEX3,3900,
065,TOTALALLAGES,2007,SEX3,3950,
065,TOTALALLAGES,2008,SEX3,4010,
065,TOTALALLAGES,2009,SEX3,4060,
065,TOTALALLAGES,2010,SEX3,4130,
065,TOTALALLAGES,2011,SEX3,4210,
065,TOTALALLAGES,2012,SEX3,4280,
065,TOTALALLAGES,2013,SEX3,4300,
065,TOTALALLAGES,2014,SEX3,4320,
065,TOTALALLAGES,2015,SEX3,4440,
065,TOTALALLAGES,2016,SEX3,4520,
065,TOTALALLAGES,2017,SEX3,4600,
065,TOTALALLAGES,2018,SEX3,4670,
066,TOTALALLAGES,1996,SEX3,7780,
066,TOTALALLAGES,2001,SEX3,7220,
066,TOTALALLAGES,2006,SEX3,7380,
066,TOTALALLAGES,2007,SEX3,7430,
066,TOTALALLAGES,2008,SEX3,7470,
066,TOTALALLAGES,2009,SEX3,7520,
066,TOTALALLAGES,2010,SEX3,7580,
066,TOTALALLAGES,2011,SEX3,7680,
066,TOTALALLAGES,2012,SEX3,7720,
066,TOTALALLAGES,2013,SEX3,7810,
066,TOTALALLAGES,2014,SEX3,7880,
066,TOTALALLAGES,2015,SEX3,7870,
066,TOTALALLAGES,2016,SEX3,7950,
066,TOTALALLAGES,2017,SEX3,7900,
066,TOTALALLAGES,2018,SEX3,7940,
067,TOTALALLAGES,1996,SEX3,760,
067,TOTALALLAGES,2001,SEX3,750,
067,TOTALALLAGES,2006,SEX3,650,
067,TOTALALLAGES,2007,SEX3,640,
067,TOTALALLAGES,2008,SEX3,640,
067,TOTALALLAGES,2009,SEX3,640,
067,TOTALALLAGES,2010,SEX3,640,
067,TOTALALLAGES,2011,SEX3,640,
067,TOTALALLAGES,2012,SEX3,600,
067,TOTALALLAGES,2013,SEX3,600,
067,TOTALALLAGES,2014,SEX3,600,
067,TOTALALLAGES,2015,SEX3,610,
067,TOTALALLAGES,2016,SEX3,610,
067,TOTALALLAGES,2017,SEX3,640,
067,TOTALALLAGES,2018,SEX3,650,
068,TOTALALLAGES,1996,SEX3,22000,
068,TOTALALLAGES,2001,SEX3,20500,
068,TOTALALLAGES,2006,SEX3,20700,
068,TOTALALLAGES,2007,SEX3,20700,
068,TOTALALLAGES,2008,SEX3,20800,
068,TOTALALLAGES,2009,SEX3,20900,
068,TOTALALLAGES,2010,SEX3,21000,
068,TOTALALLAGES,2011,SEX3,21200,
068,TOTALALLAGES,2012,SEX3,21300,
068,TOTALALLAGES,2013,SEX3,21400,
068,TOTALALLAGES,2014,SEX3,21700,
068,TOTALALLAGES,2015,SEX3,21900,
068,TOTALALLAGES,2016,SEX3,22100,
068,TOTALALLAGES,2017,SEX3,22200,
068,TOTALALLAGES,2018,SEX3,22300,
069,TOTALALLAGES,1996,SEX3,15250,
069,TOTALALLAGES,2001,SEX3,14750,
069,TOTALALLAGES,2006,SEX3,17050,
069,TOTALALLAGES,2007,SEX3,17350,
069,TOTALALLAGES,2008,SEX3,17600,
069,TOTALALLAGES,2009,SEX3,17800,
069,TOTALALLAGES,2010,SEX3,18000,
069,TOTALALLAGES,2011,SEX3,18150,
069,TOTALALLAGES,2012,SEX3,18200,
069,TOTALALLAGES,2013,SEX3,18500,
069,TOTALALLAGES,2014,SEX3,18850,
069,TOTALALLAGES,2015,SEX3,19200,
069,TOTALALLAGES,2016,SEX3,19700,
069,TOTALALLAGES,2017,SEX3,20300,
069,TOTALALLAGES,2018,SEX3,21000,
070,TOTALALLAGES,1996,SEX3,14800,
070,TOTALALLAGES,2001,SEX3,17850,
070,TOTALALLAGES,2006,SEX3,24100,
070,TOTALALLAGES,2007,SEX3,25400,
070,TOTALALLAGES,2008,SEX3,26300,
070,TOTALALLAGES,2009,SEX3,26900,
070,TOTALALLAGES,2010,SEX3,27500,
070,TOTALALLAGES,2011,SEX3,28400,
070,TOTALALLAGES,2012,SEX3,28800,
070,TOTALALLAGES,2013,SEX3,29700,
070,TOTALALLAGES,2014,SEX3,30900,
070,TOTALALLAGES,2015,SEX3,32400,
070,TOTALALLAGES,2016,SEX3,34700,
070,TOTALALLAGES,2017,SEX3,37100,
070,TOTALALLAGES,2018,SEX3,39200,
071,TOTALALLAGES,1996,SEX3,120800,
071,TOTALALLAGES,2001,SEX3,119300,
071,TOTALALLAGES,2006,SEX3,122300,
071,TOTALALLAGES,2007,SEX3,121900,
071,TOTALALLAGES,2008,SEX3,121700,
071,TOTALALLAGES,2009,SEX3,121900,
071,TOTALALLAGES,2010,SEX3,122400,
071,TOTALALLAGES,2011,SEX3,123100,
071,TOTALALLAGES,2012,SEX3,123500,
071,TOTALALLAGES,2013,SEX3,123500,
071,TOTALALLAGES,2014,SEX3,124600,
071,TOTALALLAGES,2015,SEX3,125800,
071,TOTALALLAGES,2016,SEX3,127000,
071,TOTALALLAGES,2017,SEX3,128800,
071,TOTALALLAGES,2018,SEX3,130700,
072,TOTALALLAGES,1996,SEX3,18400,
072,TOTALALLAGES,2001,SEX3,17550,
072,TOTALALLAGES,2006,SEX3,17200,
072,TOTALALLAGES,2007,SEX3,17200,
072,TOTALALLAGES,2008,SEX3,17300,
072,TOTALALLAGES,2009,SEX3,17350,
072,TOTALALLAGES,2010,SEX3,17400,
072,TOTALALLAGES,2011,SEX3,17500,
072,TOTALALLAGES,2012,SEX3,17300,
072,TOTALALLAGES,2013,SEX3,17250,
072,TOTALALLAGES,2014,SEX3,17350,
072,TOTALALLAGES,2015,SEX3,17400,
072,TOTALALLAGES,2016,SEX3,17450,
072,TOTALALLAGES,2017,SEX3,17550,
072,TOTALALLAGES,2018,SEX3,17700,
073,TOTALALLAGES,1996,SEX3,31200,
073,TOTALALLAGES,2001,SEX3,29400,
073,TOTALALLAGES,2006,SEX3,29200,
073,TOTALALLAGES,2007,SEX3,29200,
073,TOTALALLAGES,2008,SEX3,29300,
073,TOTALALLAGES,2009,SEX3,29500,
073,TOTALALLAGES,2010,SEX3,29700,
073,TOTALALLAGES,2011,SEX3,30000,
073,TOTALALLAGES,2012,SEX3,30200,
073,TOTALALLAGES,2013,SEX3,30300,
073,TOTALALLAGES,2014,SEX3,30400,
